,w1,w2,w3,w4,w5,tll5,nu5,tll4,nu4,tll3,nu3,tll2,nu2,mean_tll5,mean_tll_per_unique5,mean_tll4,mean_tll_per_unique4,mean_tll3,mean_tll_per_unique3,mean_tll2,mean_tll_per_unique2
12036,schmo,brane,fluty,gived,qapik,-72.21832816156152,22,-56.26350903043565,19,-42.05081796930665,15,-29.496769324482642,10,-14.443665632312303,-3.282651280070978,-14.065877257608912,-2.9612373173913498,-14.016939323102216,-2.803387864620443,-14.748384662241321,-2.949676932448264
12037,iambs,corey,plunk,whift,judge,-73.30679078223393,22,-57.57322493527471,19,-42.95305250781182,15,-29.546012392463723,10,-14.661358156446786,-3.332126853737906,-14.393306233818677,-3.030169733435511,-14.317684169270606,-2.863536833854121,-14.773006196231862,-2.9546012392463723
12038,zazen,soily,cruft,bumph,wedge,-72.16776995673106,21,-58.08245129737769,18,-42.73739282122386,14,-29.118700787688724,9,-14.433553991346212,-3.436560474130051,-14.520612824344422,-3.226802849854316,-14.24579760707462,-3.0526709158017042,-14.559350393844362,-3.2354111986320806
12039,dykon,saice,blurt,whomp,foggy,-70.80559577186845,21,-57.087751948876445,19,-41.5378936405152,15,-28.949151781296777,10,-14.16111915437369,-3.3716950367556406,-14.271937987219111,-3.004618523625076,-13.8459645468384,-2.76919290936768,-14.474575890648389,-2.894915178129678
12040,avyze,suint,broch,dwalm,faggy,-71.54526437382899,21,-57.912942724275126,19,-42.287329352212765,15,-29.774885353882944,10,-14.309052874765797,-3.4069173511347137,-14.478235681068782,-3.048049617067112,-14.095776450737588,-2.819155290147518,-14.887442676941472,-2.9774885353882943
12041,bwazi,souce,grypt,fjeld,maneh,-75.38010731017737,22,-62.69520142931078,19,-45.032627055415716,15,-29.511736675836282,10,-15.076021462035474,-3.426368514098971,-15.673800357327694,-3.2997474436479357,-15.010875685138572,-3.0021751370277143,-14.755868337918141,-2.951173667583628
12042,djins,coate,burly,whomp,skegg,-74.56627434295316,21,-57.396965221633565,19,-41.84710691327231,15,-29.594959978953206,10,-14.913254868590633,-3.5507749687120556,-14.349241305408391,-3.0208929064017664,-13.949035637757438,-2.7898071275514877,-14.797479989476603,-2.9594959978953206
12043,yorps,faine,mulct,hewgh,bided,-73.08814729359106,20,-59.699631675428414,18,-43.286648238683966,15,-29.75922325718441,10,-14.617629458718213,-3.654407364679553,-14.924907918857103,-3.3166462041904676,-14.42888274622799,-2.885776549245598,-14.879611628592205,-2.975922325718441
12044,rishi,coate,bludy,known,primp,-74.50154890683062,19,-60.18396211583177,17,-42.604548607199085,14,-29.59642715520154,9,-14.900309781366124,-3.9211341529910855,-15.045990528957942,-3.540233065637163,-14.201516202399695,-3.043182043371363,-14.79821357760077,-3.2884919061335043
12045,yirds,coate,blunk,whomp,faggy,-71.994337556496,21,-58.36201590694215,19,-42.812157598580896,15,-29.60132815218742,10,-14.398867511299201,-3.4283017884045717,-14.590503976735537,-3.0716850477337974,-14.270719199526965,-2.854143839905393,-14.80066407609371,-2.960132815218742
12046,kazoo,slice,brunt,podgy,wharf,-70.33324548386139,21,-55.06134576289395,18,-41.49759127944394,14,-29.370616934784156,9,-14.066649096772277,-3.3492021658981614,-13.765336440723487,-3.0589636534941085,-13.832530426481313,-2.9641136628174243,-14.685308467392078,-3.263401881642684
12047,fujis,crane,blowy,dempt,thigh,-71.79145599679845,21,-57.91569670357684,19,-42.98772647039876,15,-29.378476736561524,10,-14.35829119935969,-3.418640761752307,-14.47892417589421,-3.0481945633461494,-14.329242156799587,-2.8658484313599173,-14.689238368280762,-2.9378476736561523
12048,kecks,briny,fault,whomp,dodge,-71.36629707779434,21,-57.71038865072144,19,-42.1605303423602,14,-29.808070468375902,9,-14.273259415558869,-3.3983950989425877,-14.42759716268036,-3.03738887635376,-14.053510114120066,-3.0114664530257285,-14.904035234187951,-3.3120078298195446
12049,jukes,coaly,print,hewgh,damme,-71.7477101789257,20,-57.86402605279331,18,-41.45104261604886,15,-29.603118472478158,10,-14.34954203578514,-3.587385508946285,-14.466006513198327,-3.2146681140440725,-13.81701420534962,-2.763402841069924,-14.801559236239079,-2.960311847247816
12050,erhus,coaly,twink,badge,plump,-72.19700842381909,20,-57.121441479666885,18,-43.99161165395159,15,-29.60601786485266,10,-14.439401684763817,-3.6098504211909543,-14.280360369916721,-3.1734134155370493,-14.663870551317196,-2.932774110263439,-14.80300893242633,-2.960601786485266
12051,kufis,crane,blowy,dempt,thigh,-71.79511230800155,21,-57.919353014779944,19,-42.99138278160187,15,-29.382133047764633,10,-14.35902246160031,-3.4188148718095976,-14.479838253694986,-3.048387000777892,-14.330460927200624,-2.8660921854401247,-14.691066523882316,-2.9382133047764634
12052,vughs,crane,doily,kempt,wauff,-74.37960253308046,21,-57.7862498687465,19,-41.184303201996755,15,-29.38266305664893,10,-14.875920506616092,-3.541885834908593,-14.446562467186626,-3.0413815720392896,-13.728101067332252,-2.7456202134664505,-14.691331528324465,-2.938266305664893
12053,mochi,slane,purty,faded,bewig,-70.85641741609894,20,-54.875120012560274,17,-41.65463581857684,15,-29.05417043710566,10,-14.171283483219787,-3.5428208708049467,-13.718780003140068,-3.227948236032957,-13.88487860619228,-2.7769757212384563,-14.52708521855283,-2.905417043710566
12054,ossia,cluey,brant,whomp,fadge,-70.31200216673159,20,-56.94309796762988,17,-41.39323965926863,13,-29.884377309225876,9,-14.062400433346317,-3.5156001083365793,-14.23577449190747,-3.3495939980958753,-13.797746553089544,-3.1840953584052794,-14.942188654612938,-3.320486367691764
12055,kemps,coaly,brunt,fidge,whizz,-74.60239571257628,22,-55.51533042979627,19,-41.739320433128945,15,-29.61234608846916,10,-14.920479142515257,-3.3910179869352857,-13.878832607449068,-2.921859496305067,-13.913106811042981,-2.7826213622085962,-14.80617304423458,-2.961234608846916
12056,mojos,crane,built,pawky,gived,-70.56280188979764,21,-56.35011082866863,18,-41.51852831325625,14,-29.39120052294924,9,-14.112560377959529,-3.3601334233236972,-14.087527707167158,-3.130561712703813,-13.839509437752083,-2.965609165232589,-14.69560026147462,-3.26568894699436
12057,oakum,slice,grypt,bundh,fezzy,-76.0135001263711,21,-59.12004410403201,19,-44.90616327476742,15,-29.38527289518799,10,-15.20270002527422,-3.6196904822081475,-14.780011026008003,-3.111581268633264,-14.96872109158914,-2.993744218317828,-14.692636447593994,-2.938527289518799
12058,kabob,slice,prunt,wedgy,chaff,-71.80473753447576,20,-55.94840685645317,18,-41.71089638175786,14,-29.387711368143457,9,-14.360947506895153,-3.590236876723788,-13.987101714113292,-3.1082448253585095,-13.90363212725262,-2.9793497415541332,-14.693855684071728,-3.265301263127051
12059,xenon,slaty,brick,whump,fadge,-71.42606069754967,22,-58.057156498447966,19,-42.11802776789854,14,-29.486130243209438,9,-14.285212139509934,-3.2466391226158944,-14.514289124611992,-3.0556398157077878,-14.039342589299514,-3.0084305548498955,-14.743065121604719,-3.2762366936899374
12060,estoc,briny,fauld,whomp,skegg,-75.65655661070477,21,-58.48724748938517,19,-42.93738918102392,15,-29.826718533132613,10,-15.131311322140954,-3.602693171938322,-14.621811872346292,-3.078276183651851,-14.312463060341306,-2.862492612068261,-14.913359266566307,-2.9826718533132612
12061,jazzy,slice,front,bumph,doved,-70.64211924443036,21,-56.71592048761755,19,-41.370862011463714,14,-29.394083715605714,9,-14.128423848886072,-3.3639104402109696,-14.178980121904388,-2.9850484467167133,-13.790287337154572,-2.9550615722474083,-14.697041857802857,-3.266009301733968
12062,izard,souce,glyph,twink,baffy,-75.44320201058797,21,-60.328257083868316,19,-45.94266329476939,15,-29.543361787671067,10,-15.088640402117594,-3.5925334290756177,-15.082064270967079,-3.1751714254667536,-15.314221098256462,-3.0628442196512924,-14.771680893835534,-2.9543361787671065
12063,uveas,crony,glift,bumph,waded,-72.80577088272419,21,-59.09612256175595,19,-43.75106408560211,15,-29.785199005382907,10,-14.561154176544838,-3.4669414706059136,-14.774030640438987,-3.1103222400924184,-14.583688028534036,-2.9167376057068073,-14.892599502691453,-2.9785199005382905
12064,jambo,slice,prunt,wedgy,chaff,-71.81688866921293,21,-55.960557991190335,19,-41.72304751649503,15,-29.39986250288062,10,-14.363377733842587,-3.419851841391092,-13.990139497797584,-2.945292525852123,-13.907682505498343,-2.7815365010996684,-14.69993125144031,-2.939986250288062
12065,yeuks,brant,choil,fadge,pommy,-70.14279280090537,20,-56.26574044495769,18,-42.89683624585599,15,-30.05745819851265,10,-14.028558560181073,-3.5071396400452683,-14.066435111239423,-3.1258744691643163,-14.29894541528533,-2.859789083057066,-15.028729099256324,-3.0057458198512648
12066,kebab,soily,prunt,chaff,gadge,-70.8826126574279,19,-57.347317723604434,17,-41.49098704558184,14,-29.167802031967433,9,-14.17652253148558,-3.7306638240751524,-14.336829430901108,-3.3733716308002606,-13.830329015193946,-2.9636419318272744,-14.583901015983717,-3.2408668924408257
12067,users,coaly,think,badge,frump,-70.81815837458396,20,-55.98244700910962,17,-42.85261718339432,14,-29.63709464694565,9,-14.163631674916791,-3.540907918729198,-13.995611752277405,-3.293085118182919,-14.284205727798108,-3.0609012273853087,-14.818547323472824,-3.2930105163272945
12068,phizz,soare,fluty,knock,gaged,-70.93630416815864,19,-57.43820360434323,17,-41.49213260427484,14,-28.938083959450843,9,-14.18726083363173,-3.733489693060981,-14.359550901085807,-3.3787178590790137,-13.830710868091614,-2.963723757448203,-14.469041979725421,-3.2153426621612047
12069,zhomo,saine,truly,coded,blaff,-69.44151773011302,18,-53.78247148156109,16,-40.84978901303587,14,-28.821221797787103,9,-13.888303546022604,-3.85786209611739,-13.445617870390272,-3.361404467597568,-13.616596337678622,-2.9178420723597047,-14.410610898893552,-3.2023579775319004
12070,yerks,paint,could,brogh,flamm,-71.083431782886,20,-56.301261976778044,18,-43.102185478909476,15,-30.279316556476385,10,-14.216686356577199,-3.5541715891442998,-14.075315494194511,-3.1278478875987803,-14.367395159636493,-2.8734790319272983,-15.139658278238192,-3.0279316556476386
12071,luffs,crane,whity,boked,plump,-72.23117315727796,20,-57.155606213125765,18,-42.32289023626578,14,-29.423404379520036,9,-14.446234631455592,-3.611558657863898,-14.288901553281441,-3.175311456284765,-14.107630078755259,-3.0230635883046983,-14.711702189760018,-3.269267153280004
12072,zebec,soily,grant,whump,fjord,-74.43974436235567,22,-57.03333236929893,19,-41.094203638749505,14,-29.17987618059859,9,-14.887948872471133,-3.3836247437434395,-14.258333092324733,-3.0017543352262597,-13.698067879583169,-2.935300259910679,-14.589938090299295,-3.2422084645109543
12073,hwyls,crane,quoit,baddy,kopek,-72.50874285139689,19,-57.031157054772954,17,-43.653825233911405,15,-29.43465952829576,10,-14.501748570279378,-3.816249623757731,-14.257789263693239,-3.354773944398409,-14.551275077970468,-2.910255015594094,-14.71732976414788,-2.943465952829576
12074,yonks,crate,build,whomp,faggy,-71.77263322937658,21,-58.14031157982272,19,-42.59045327146147,15,-29.704914707247458,10,-14.354526645875316,-3.4177444394941228,-14.53507789495568,-3.060016398938038,-14.196817757153823,-2.8393635514307647,-14.852457353623729,-2.970491470724746
12075,zooks,crane,blimy,duvet,hewgh,-71.9689727023862,21,-55.55598926564174,18,-41.984320296421274,14,-29.43707097701534,9,-14.39379454047724,-3.4270939382088663,-13.888997316410435,-3.086443848091208,-13.994773432140425,-2.998880021172948,-14.71853548850767,-3.2707856641128155
12076,hijra,souce,bliny,dempt,graff,-71.8657945396973,20,-56.08400246614687,18,-41.15603223296879,14,-29.584162561807016,10,-14.37315890793946,-3.593289726984865,-14.021000616536718,-3.1157779147859372,-13.718677410989597,-2.9397165880691993,-14.792081280903508,-2.9584162561807017
12077,gobbi,slane,crudy,whipt,kamik,-72.01551169471354,20,-55.97675811210252,18,-41.70489237890785,14,-29.11373973552992,9,-14.403102338942707,-3.600775584735677,-13.99418952802563,-3.109819895116807,-13.901630792969284,-2.9789208842077035,-14.55686986776496,-3.234859970614435
12078,idyll,soare,chunk,tempt,baggy,-70.40500241606755,19,-57.011755139900096,17,-42.37592132952318,14,-28.967807453659034,9,-14.08100048321351,-3.7055264429509234,-14.252938784975024,-3.3536326552882407,-14.12530710984106,-3.02685152353737,-14.483903726829517,-3.2186452726287818
12079,eskar,bliny,chout,fadge,swamp,-71.55171408613353,21,-56.535171146762124,18,-43.16626694766042,15,-30.157913767563677,10,-14.310342817226706,-3.407224480292073,-14.133792786690531,-3.140842841486785,-14.388755649220139,-2.877751129844028,-15.078956883781839,-3.0157913767563675
12080,nighs,coate,burly,faded,primp,-69.46142819552871,19,-55.143841404529866,17,-41.923357210546435,15,-29.671210276227328,10,-13.892285639105742,-3.655864641869932,-13.785960351132466,-3.243755376737051,-13.974452403515478,-2.7948904807030956,-14.835605138113664,-2.9671210276227327
12081,rabbi,souce,glyph,twank,femmy,-74.29269537121611,20,-60.23105115100796,18,-45.98830848648235,14,-29.58900697938403,9,-14.858539074243222,-3.7146347685608054,-15.05776278775199,-3.3461695083893312,-15.329436162160784,-3.2848791776058825,-14.794503489692016,-3.287667442153781
12082,yeahs,point,crumb,fjeld,gawky,-79.11660464859935,22,-64.07576769403343,19,-46.41319332013836,15,-30.392661235513845,10,-15.82332092971987,-3.5962093022090613,-16.018941923508358,-3.3724088260017595,-15.47106444004612,-3.094212888009224,-15.196330617756923,-3.0392661235513847
12083,zendo,slaty,brick,whump,gaffe,-73.47859412228179,22,-58.11037590279591,20,-42.17124717224648,15,-29.53934964755738,10,-14.695718824456359,-3.3399360964673543,-14.527593975698977,-2.9055187951397956,-14.057082390748826,-2.8114164781497655,-14.76967482377869,-2.953934964755738
12084,zebra,soily,chunk,patte,fumed,-68.86781614264227,20,-54.95452983366477,17,-42.61409187075923,15,-29.205977994895086,10,-13.773563228528454,-3.4433908071321135,-13.738632458416193,-3.2326194019802807,-14.204697290253078,-2.8409394580506153,-14.602988997447543,-2.9205977994895087
12085,indow,slate,curvy,phizz,begem,-75.64439626852975,21,-61.30658710213767,18,-42.75154965077425,15,-29.390049642868405,10,-15.12887925370595,-3.602114108025226,-15.326646775534417,-3.405921505674315,-14.250516550258084,-2.8501033100516167,-14.695024821434203,-2.9390049642868403
12086,odeum,slaty,brink,cwtch,pogge,-70.46328013006162,20,-56.94049182684331,18,-41.99521352403328,15,-29.54236423079316,10,-14.092656026012325,-3.523164006503081,-14.235122956710827,-3.16336065704685,-13.998404508011093,-2.7996809016022186,-14.77118211539658,-2.9542364230793163
12087,oculi,samey,brant,vozhd,gliff,-76.31361132909427,20,-60.10624884786086,18,-41.420729225232705,14,-29.91186687518995,10,-15.262722265818855,-3.8156805664547138,-15.026562211965215,-3.3392360471033813,-13.806909741744235,-2.9586235160880503,-14.955933437594975,-2.991186687518995
12088,syphs,crane,doilt,jumby,wauff,-75.42835800106326,20,-58.835005336729296,18,-41.62071912220142,14,-29.456515890289644,9,-15.085671600212653,-3.771417900053163,-14.708751334182324,-3.268611407596072,-13.873573040733808,-2.972908508728673,-14.728257945144822,-3.272946210032183
12089,zilas,corey,bundt,whomp,gaffe,-74.17719336647811,21,-58.808975146992225,19,-43.25911683863098,15,-29.640927853775622,10,-14.835438673295622,-3.532247303165624,-14.702243786748056,-3.095209218262749,-14.419705612876994,-2.883941122575399,-14.820463926887811,-2.964092785377562
12090,mahwa,soily,cruet,binge,fjord,-70.98254849976831,20,-53.57613650671158,17,-40.65010996575363,14,-29.213090096547226,9,-14.196509699953662,-3.5491274249884155,-13.394034126677894,-3.151537441571269,-13.55003665525121,-2.903579283268116,-14.606545048273613,-3.2458988996163587
12091,zills,crane,pouty,whiff,baked,-73.25765314942666,20,-58.510459346004836,17,-41.648789517527746,14,-29.464126482903573,9,-14.651530629885333,-3.662882657471333,-14.627614836501209,-3.4417917262355786,-13.882929839175915,-2.9749135369662674,-14.732063241451787,-3.2737918314337304
12092,psyop,crane,built,vozhd,faggy,-73.91019606568301,20,-60.27787441612916,18,-41.592354793501,14,-29.465027003193995,9,-14.782039213136603,-3.6955098032841507,-15.06946860403229,-3.348770800896064,-13.864118264500334,-2.9708824852500717,-14.732513501596998,-3.273891889243777
12093,tykes,brail,pound,which,gamme,-71.39174135772097,20,-57.54314855139985,18,-43.774203262464056,15,-30.736610097601037,10,-14.278348271544195,-3.5695870678860486,-14.385787137849963,-3.1968415861888806,-14.591401087488018,-2.9182802174976037,-15.368305048800519,-3.073661009760104
12094,coyau,shine,blart,paddy,gruff,-71.5625010992071,18,-55.16259703103963,16,-41.58905454122346,14,-29.61842467662207,10,-14.31250021984142,-3.9756945055115054,-13.790649257759908,-3.447662314439977,-13.86301818040782,-2.970646752944533,-14.809212338311035,-2.961842467662207
12095,iched,slaty,pronk,begum,wauff,-74.58312347926261,21,-57.98977081492865,19,-42.30561115354832,15,-29.570560743498056,10,-14.916624695852523,-3.5515773085363147,-14.497442703732162,-3.0520932007857184,-14.101870384516106,-2.8203740769032213,-14.785280371749028,-2.9570560743498056
12096,ngoma,slice,purty,vozhd,wauff,-77.35529453723822,21,-60.76194187290426,19,-42.0764222502761,15,-29.475956868804918,10,-15.471058907447645,-3.6835854541542012,-15.190485468226065,-3.1979969406791717,-14.025474083425367,-2.8050948166850733,-14.737978434402459,-2.947595686880492
12097,thymi,soare,clunk,baddy,griff,-71.38984670799368,19,-55.465203509869916,17,-42.08787168900837,15,-29.01129176812485,10,-14.277969341598737,-3.757360353052299,-13.866300877467479,-3.262659029992348,-14.029290563002789,-2.805858112600558,-14.505645884062424,-2.9011291768124847
12098,yugas,crine,plotz,howff,baddy,-78.09827616537976,20,-64.7209443445182,18,-46.04359702759991,15,-29.63122306824748,10,-15.619655233075951,-3.904913808268988,-16.18023608612955,-3.5956080191399002,-15.347865675866636,-3.0695731351733273,-14.81561153412374,-2.963122306824748
12099,incus,prate,blowy,vozhd,skiff,-80.34922462103573,21,-62.38326137214769,19,-43.69774174951954,15,-30.088492015682295,10,-16.069844924207146,-3.826153553382654,-15.595815343036923,-3.28332954590251,-14.565913916506512,-2.9131827833013024,-15.044246007841148,-3.0088492015682293
12100,kokam,slice,brunt,pudgy,wharf,-70.8492259645504,21,-55.57732624358295,18,-41.60989077381828,14,-29.482916429158497,9,-14.16984519291008,-3.3737726649785906,-13.894331560895738,-3.0876292357546085,-13.869963591272759,-2.972135055272734,-14.741458214579248,-3.275879603239833
12101,abysm,crine,poult,hewgh,faded,-71.6681874776938,20,-58.447703283710375,18,-42.03471984696593,15,-29.639601503975257,10,-14.333637495538762,-3.5834093738846904,-14.611925820927594,-3.2470946268727987,-14.011573282321976,-2.8023146564643953,-14.819800751987628,-2.9639601503975257
12102,avows,crine,fluty,bumph,gaged,-71.03705312354369,21,-57.53895255972827,19,-42.193894083574435,15,-29.639845438750434,10,-14.207410624708738,-3.3827168154068423,-14.384738139932068,-3.028365924196225,-14.064631361191479,-2.8129262722382955,-14.819922719375217,-2.9639845438750436
12103,zitis,crane,blowy,faugh,domed,-70.51629503728705,20,-56.80520766009119,18,-43.10711116274459,14,-29.49786142890735,9,-14.10325900745741,-3.5258147518643526,-14.201301915022798,-3.1558448700050663,-14.369037054248196,-3.0790793687674705,-14.748930714453675,-3.2775401587674833
12104,azoic,shule,grypt,djinn,baffy,-78.12400609930116,20,-63.009061172581504,18,-45.762279634385855,15,-30.24138925480642,10,-15.624801219860231,-3.9062003049650578,-15.752265293145376,-3.5005033984767504,-15.254093211461951,-3.0508186422923904,-15.12069462740321,-3.024138925480642
12105,pyxes,brant,could,weigh,kamme,-72.4825099188377,21,-56.92484935913363,19,-42.98559927157906,15,-30.162730349145967,10,-14.49650198376754,-3.451548091373224,-14.231212339783408,-2.9960447031122963,-14.328533090526355,-2.865706618105271,-15.081365174572984,-3.0162730349145965
12106,bizzo,slane,crudy,whipt,kamik,-72.08888916451832,20,-56.0501355819073,18,-41.778269848712625,14,-29.187117205334694,9,-14.417777832903663,-3.604444458225916,-14.012533895476825,-3.1138964212170723,-13.926089949570875,-2.9841621320509018,-14.593558602667347,-3.243013022814966
12107,uncus,paire,blowy,fight,domed,-72.74104761883294,20,-59.02996024163707,18,-43.651460116086426,14,-30.042210382249188,9,-14.548209523766587,-3.637052380941647,-14.757490060409268,-3.279442235646504,-14.550486705362141,-3.117961436863316,-15.021105191124594,-3.338023375805465
12108,aphis,corey,blunt,fadge,swizz,-74.27442101570337,20,-55.491829529484356,18,-42.12292533038265,15,-29.713231702613214,10,-14.854884203140674,-3.7137210507851686,-13.872957382371089,-3.0828794183046866,-14.04097511012755,-2.80819502202551,-14.856615851306607,-2.9713231702613214
12109,appui,sonce,drily,bight,flamm,-71.6101208831951,19,-56.82795107708715,17,-41.688525324922914,13,-29.8430825569167,9,-14.322024176639019,-3.7689537306944785,-14.206987769271787,-3.3428206515933616,-13.896175108307638,-3.206809640378686,-14.92154127845835,-3.315898061879633
12110,aguti,sonce,lymph,fjord,bevvy,-79.74459973976222,21,-65.32295961043633,19,-47.91654761737959,15,-29.848015425236724,10,-15.948919947952444,-3.7973618923696297,-16.330739902609082,-3.438050505812438,-15.97218253912653,-3.1944365078253063,-14.924007712618362,-2.9848015425236722
12111,howff,saine,truly,clack,bided,-66.99327353581879,18,-53.60475791765613,16,-40.96724175994066,14,-28.9386745446919,9,-13.398654707163757,-3.72184852976771,-13.401189479414032,-3.350297369853508,-13.655747253313555,-2.926231554281476,-14.46933727234595,-3.215408282743544
12112,envoi,slaty,brugh,caped,muzak,-72.8216220956583,21,-56.32000863304213,18,-43.21965244157445,15,-29.631305521517703,10,-14.56432441913166,-3.467696290269443,-14.080002158260532,-3.1288893685023407,-14.406550813858152,-2.8813101627716304,-14.815652760758852,-2.96313055215177
12113,kiths,crane,blowy,fumed,phizz,-75.61881521871572,21,-57.06377776735231,19,-43.150491458374816,15,-29.541241724537578,10,-15.123763043743145,-3.600895962795987,-14.265944441838078,-3.00335672459749,-14.383497152791605,-2.876699430558321,-14.770620862268789,-2.9541241724537577
12114,vozhd,saine,truly,clack,begem,-67.95073938975807,20,-53.612930223365986,17,-40.97541406565052,15,-28.94684685040176,10,-13.590147877951614,-3.3975369694879034,-13.403232555841496,-3.153701777845058,-13.65847135521684,-2.731694271043368,-14.47342342520088,-2.894684685040176
12115,adieu,sonly,crwth,gamme,blaff,-74.13032217092768,19,-58.47127592237576,17,-44.62268311605463,15,-29.950271799911242,10,-14.826064434185536,-3.901595903733036,-14.61781898059394,-3.43948681896328,-14.874227705351544,-2.9748455410703087,-14.975135899955621,-2.995027179991124
12116,embus,coaly,print,hewgh,faded,-71.25697705598007,20,-58.03649286199664,18,-41.623509425252195,15,-29.775585281681494,10,-14.251395411196015,-3.5628488527990037,-14.50912321549916,-3.224249603444258,-13.874503141750731,-2.7749006283501463,-14.887792640840747,-2.9775585281681494
12117,rehab,soily,punce,fated,wigga,-70.911265686458,19,-54.657164028666855,17,-41.824445365692185,14,-29.306743293131163,10,-14.1822531372916,-3.7321718782346314,-13.664291007166714,-3.2151272958039327,-13.941481788564062,-2.9874603832637274,-14.653371646565581,-2.930674329313116
12118,molys,crane,whipt,fudgy,vibex,-75.45189726882393,22,-57.83632673984978,19,-43.82602756565333,15,-29.554161832458654,10,-15.090379453764786,-3.429631694037451,-14.459081684962445,-3.044017196834199,-14.608675855217776,-2.9217351710435553,-14.777080916229327,-2.955416183245865
12119,fykes,brant,could,pigmy,whizz,-76.22179091873497,22,-57.134725635954965,19,-43.02846297601084,15,-30.205594053577748,10,-15.244358183746993,-3.4646268599424985,-14.283681408988741,-3.007090822944998,-14.342820992003615,-2.868564198400723,-15.102797026788874,-3.020559405357775
12120,tyiyn,soare,pluck,hewgh,baddy,-72.4578454779267,19,-59.08051365706514,17,-42.66753022032069,14,-29.081441873523605,9,-14.491569095585339,-3.8135708146277207,-14.770128414266285,-3.4753243327685377,-14.222510073440231,-3.0476807300229067,-14.540720936761803,-3.231271319280401
12121,kicks,brane,pouty,whelm,faded,-70.38957064591239,20,-57.16908645192896,18,-41.87754602738359,14,-29.692882992759415,9,-14.077914129182478,-3.5194785322956195,-14.29227161298224,-3.176060358440498,-13.959182009127863,-2.9912532876702564,-14.846441496379708,-3.299209221417713
12122,hajis,corey,blunt,fidge,swamp,-70.9459234222851,21,-55.92938048291371,18,-42.15337048624638,15,-29.743676858476945,10,-14.189184684457022,-3.3783773058231,-13.982345120728427,-3.1071878046063173,-14.05112349541546,-2.810224699083092,-14.871838429238473,-2.9743676858476946
12123,samfu,crine,blowy,pight,doved,-72.58014466284769,21,-58.65394590603488,19,-43.31830948491602,15,-29.709059751078783,10,-14.516028932569537,-3.456197364897509,-14.66348647650872,-3.0870497845281513,-14.439436494972007,-2.8878872989944013,-14.854529875539392,-2.970905975107878
12124,aglow,shine,crudy,kempt,blaff,-74.56399053334866,21,-58.904944284796734,19,-42.30299761804699,15,-29.711844974669056,10,-14.912798106669731,-3.5506662158737456,-14.726236071199184,-3.1002602255156178,-14.100999206015663,-2.8201998412031326,-14.855922487334528,-2.9711844974669055
12125,ankus,corey,glift,bumph,dewax,-76.99298880631056,22,-59.06165215950928,19,-43.71659368335544,15,-29.75072860313624,10,-15.398597761262113,-3.499681309377753,-14.76541303987732,-3.108508008395225,-14.572197894451813,-2.9144395788903625,-14.87536430156812,-2.975072860313624
12126,ummas,crine,blowy,pight,faded,-71.87606333248212,20,-58.65557913849868,18,-43.319942717379824,14,-29.710692983542586,9,-14.375212666496424,-3.593803166624106,-14.66389478462467,-3.2586432854721488,-14.439980905793275,-3.0942816226699876,-14.855346491771293,-3.3011881092825095
12127,ouphs,crane,blimy,godet,skoff,-72.88454267794006,20,-54.83258898119649,18,-42.11840265296014,15,-29.571153333554207,10,-14.576908535588013,-3.644227133897003,-13.708147245299122,-3.0462549433998047,-14.039467550986714,-2.807893510197343,-14.785576666777104,-2.9571153333554205
12128,untax,soily,perch,badge,flamm,-70.45128640463867,20,-55.669116598530714,18,-42.539286772815416,15,-29.33131478564014,10,-14.090257280927734,-3.5225643202319334,-13.917279149632678,-3.092728699918373,-14.17976225760514,-2.835952451521028,-14.66565739282007,-2.9331314785640137
12129,gyppo,saine,blurt,whack,domed,-69.10997489337676,20,-55.3988875161809,18,-41.56734937760362,14,-28.9786075183852,9,-13.821994978675352,-3.455498744668838,-13.849721879045225,-3.077715973121161,-13.855783125867873,-2.969096384114544,-14.4893037591926,-3.2198452798205777
12130,ictus,brane,godly,whomp,skiff,-76.25164046170867,21,-58.28567721282063,19,-42.73581890445938,15,-29.712754760808906,10,-15.250328092341736,-3.6310304981766035,-14.571419303205158,-3.0676672217274015,-14.245272968153126,-2.8490545936306253,-14.856377380404453,-2.9712754760808906
12131,sadhu,crine,blowy,kempt,quaff,-77.65008710285929,21,-59.93288030489416,19,-43.330933638144415,15,-29.721683904307177,10,-15.530017420571857,-3.697623195374252,-14.98322007622354,-3.154362121310219,-14.443644546048139,-2.8887289092096275,-14.860841952153589,-2.972168390430718
12132,klutz,saine,grody,champ,vibex,-73.79698989568394,22,-56.1814193667098,19,-41.72289065665858,15,-28.9812938018507,10,-14.759397979136788,-3.354408631621997,-14.04535484167745,-2.9569168087741997,-13.907630218886192,-2.7815260437772387,-14.49064690092535,-2.89812938018507
12133,vertu,soily,chank,badge,frump,-70.0942379653745,21,-55.25852659990017,18,-42.128696774184874,15,-29.33869489293776,10,-14.0188475930749,-3.337820855494024,-13.814631649975043,-3.0699181444388985,-14.042898924728291,-2.808579784945658,-14.66934744646888,-2.933869489293776
12134,yelms,brant,hoick,pudge,fizzy,-74.62051345455122,21,-57.54720196791337,19,-43.73195831349062,15,-30.23330335429474,10,-14.924102690910242,-3.553357783550058,-14.386800491978342,-3.0288001035743877,-14.577319437830207,-2.9154638875660415,-15.11665167714737,-3.023330335429474
